Chamber: 201.6°F | Meat: 189.1°F | Target: 210.0°F | SSR: ON
Chamber: 200.8°F | Meat: 187.2°F | Target: 210.0°F | SSR: ON
Chamber: 201.2°F | Meat: 188.1°F | Target: 210.0°F | SSR: ON
Chamber: 201.2°F | Meat: 187.7°F | Target: 210.0°F | SSR: ON
Chamber: 201.6°F | Meat: 188.1°F | Target: 210.0°F | SSR: ON
Chamber: 201.6°F | Meat: 187.7°F | Target: 210.0°F | SSR: ON
Chamber: 201.6°F | Meat: 188.1°F | Target: 210.0°F | SSR: ON
Chamber: 202.1°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 202.1°F | Meat: 189.1°F | Target: 210.0°F | SSR: ON
Chamber: 202.6°F | Meat: 188.6°F | Target: 210.0°F | SSR: ON
Chamber: 202.6°F | Meat: 189.1°F | Target: 210.0°F | SSR: ON
Chamber: 202.6°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 203.0°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 203.0°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 203.4°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 203.4°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 203.9°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 203.9°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 203.9°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 204.4°F | Meat: 190.9°F | Target: 210.0°F | SSR: ON
Chamber: 204.8°F | Meat: 191.3°F | Target: 210.0°F | SSR: ON
Chamber: 204.8°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 205.2°F | Meat: 188.6°F | Target: 210.0°F | SSR: ON
Chamber: 205.7°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 206.1°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 206.6°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 206.6°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 206.6°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 207.1°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 190.9°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 189.5°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 207.5°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 190.4°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 190.9°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 190.9°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.3°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.3°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.8°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 192.6°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 192.6°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 192.2°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 192.2°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.8°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.8°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 192.2°F | Target: 210.0°F | SSR: ON
Chamber: 207.9°F | Meat: 191.8°F | Target: 210.0°F | SSR: ON
Chamber: 208.4°F | Meat: 193.6°F | Target: 210.0°F | SSR: ON
Chamber: 208.4°F | Meat: 189.9°F | Target: 210.0°F | SSR: ON
Chamber: 208.4°F | Meat: 192.6°F | Target: 210.0°F | SSR: ON
Chamber: 208.4°F | Meat: 193.1°F | Target: 210.0°F | SSR: ON
Chamber: 208.9°F | Meat: 193.6°F | Target: 210.0°F | SSR: ON
Chamber: 208.9°F | Meat: 195.8°F | Target: 210.0°F | SSR: ON
Chamber: 208.9°F | Meat: 194.9°F | Target: 210.0°F | SSR: ON
Chamber: 209.3°F | Meat: 194.4°F | Target: 210.0°F | SSR: ON
Chamber: 209.3°F | Meat: 193.1°F | Target: 210.0°F | SSR: ON
Chamber: 209.3°F | Meat: 193.6°F | Target: 210.0°F | SSR: ON
Chamber: 209.8°F | Meat: 194.4°F | Target: 210.0°F | SSR: ON
Chamber: 209.8°F | Meat: 193.1°F | Target: 210.0°F | SSR: ON
Chamber: 209.8°F | Meat: 195.8°F | Target: 210.0°F | SSR: ON
Chamber: 210.2°F | Meat: 196.2°F | Target: 210.0°F | SSR: ON
